"employee_id";"employee_name";"gender_clean";"age_clean";"city";"state";"department_id";"job_role_id";"joining_date_clean";"employment_status_clean";"salary_clean";"tenure_years"
102;"Nikhil Bose";"Male";57;"Gurgaon";"Haryana";1;8;"2023-10-16";"Active";235500.0;2.9
103;"Nikhil Bose";"Female";58;"Jaipur";"Rajasthan";3;3;"2019-10-13";"Active";87000.0;6.9
104;"Nikhil Bose";"Male";23;"Chandigarh";"Chandigarh";13;9;"2016-08-29";"Active";92100.0;10.1
105;"Nikhil Bose";"Female";23;"Jaipur";"Rajasthan";10;9;"2017-12-13";"Active";52300.0;8.8
106;"Nikhil Bose";"Male";52;"Chandigarh";"Chandigarh";10;4;"2020-09-20";"Inactive";151600.0;6.0
107;"Nikhil Bose";"Female";26;"Gurgaon";"Haryana";10;4;"2020-12-19";"Active";240100.0;5.8
108;"Nikhil Bose";"Female";24;"Mumbai";"Maharashtra";7;6;"2019-11-15";"Active";36700.0;6.9
109;"Nikhil Bose";"Male";0;"Indore";"Madhya Pradesh";5;10;"2025-05-02";"Active";213800.0;1.4
110;"Nikhil Bose";"Male";0;"Hyderabad";"Telangana";8;1;"2019-04-05";"Active";216600.0;7.5
111;"Varun Joshi";"Male";0;"Gurgaon";"Haryana";2;7;"2024-04-05";"Active";237000.0;2.5
112;"Varun Joshi";"Male";29;"Chennai";"Tamil Nadu";9;7;"2018-11-30";"On Leave";35700.0;7.8
113;"Varun Joshi";"Male";28;"Ahmedabad";"Gujarat";12;14;"2022-03-30";"Active";211300.0;4.5
114;"Varun Joshi";"Female";25;"Lucknow";"Uttar Pradesh";12;4;"2021-05-28";"Active";102900.0;5.3
115;"Varun Joshi";"Female";33;"Gurgaon";"Haryana";4;9;"2015-01-12";"Active";244400.0;11.7
116;"Varun Joshi";"Female";32;"Pune";"Maharashtra";3;1;"2025-07-30";"On Leave";38000.0;1.1
117;"Varun Joshi";"Male";55;"Hyderabad";"Telangana";9;10;"2021-02-07";"Active";221800.0;5.6
118;"Varun Joshi";"Female";33;"Lucknow";"Uttar Pradesh";11;3;"2020-12-07";"Inactive";91900.0;5.8
119;"Varun Joshi";"Male";0;"Pune";"Maharashtra";3;12;"2024-06-24";"On Leave";33300.0;2.2
120;"Varun Joshi";"Female";0;"Indore";"Madhya Pradesh";13;9;"2023-03-26";"On Leave";177800.0;3.5
121;"Varun Joshi";"Male";60;"Hyderabad";"Telangana";4;4;"2021-07-19";"Active";148400.0;5.2
122;"Siddharth Deshmukh";"Female";0;"Ahmedabad";"Gujarat";8;10;"2025-05-21";"Active";0.0;1.3
123;"Siddharth Deshmukh";"Female";60;"Jaipur";"Rajasthan";7;8;"2023-07-25";"Active";112700.0;3.2
124;"Siddharth Deshmukh";"Male";28;"Noida";"Uttar Pradesh";7;1;"2017-10-07";"Active";104800.0;9.0
125;"Siddharth Deshmukh";"Male";0;"Lucknow";"Uttar Pradesh";11;2;"2019-04-19";"Active";97400.0;7.4
126;"Manish Kulkarni";"Male";22;"Kolkata";"West Bengal";9;1;"2025-09-28";"Active";245800.0;1.0
127;"Manish Kulkarni";"Female";0;"Ahmedabad";"Gujarat";5;9;"2023-05-26";"Inactive";225400.0;3.3
128;"Manish Kulkarni";"Female";31;"Kochi";"Kerala";4;7;"2015-08-04";"Active";242300.0;11.1
129;"Manish Kulkarni";"Female";57;"Noida";"Uttar Pradesh";1;9;"2025-11-27";"Active";100700.0;0.8
130;"Deepak Pillai";"Female";40;"Lucknow";"Uttar Pradesh";9;14;"2026-02-22";"Active";208500.0;0.6
131;"Deepak Pillai";"Female";50;"Pune";"Maharashtra";8;11;"2025-07-11";"Active";101300.0;1.2
132;"Deepak Pillai";"Male";34;"Kochi";"Kerala";11;13;"2025-10-02";"Inactive";140600.0;1.0
133;"Deepak Pillai";"Female";0;"Chandigarh";"Chandigarh";7;7;"2015-12-06";"Inactive";33500.0;10.8
134;"Deepak Pillai";"Male";41;"Jaipur";"Rajasthan";6;8;"2019-07-01";"On Leave";221500.0;7.2
135;"Deepak Pillai";"Female";33;"Bengaluru";"Karnataka";10;8;"2016-03-18";"Active";197500.0;10.5
136;"Deepak Pillai";"Female";0;"Chandigarh";"Chandigarh";4;7;"2023-08-07";"Active";45200.0;3.1
137;"Deepak Pillai";"Female";54;"Indore";"Madhya Pradesh";3;8;"2015-09-09";"Active";162100.0;11.0
138;"Deepak Pillai";"Male";36;"Kolkata";"West Bengal";6;2;"2026-03-13";"On Leave";194000.0;0.5
139;"Rakesh Naidu";"Female";57;"Bengaluru";"Karnataka";3;1;"2024-12-16";"Active";193400.0;1.8
140;"Rakesh Naidu";"Male";0;"Chennai";"Tamil Nadu";13;12;"2023-04-11";"Active";151300.0;3.5
141;"Rakesh Naidu";"Female";24;"Chandigarh";"Chandigarh";10;6;"2015-11-30";"Active";166900.0;10.8
142;"Rakesh Naidu";"Male";0;"Hyderabad";"Telangana";8;1;"2026-04-14";"On Leave";81500.0;0.4
143;"Rakesh Naidu";"Female";52;"Bengaluru";"Karnataka";7;1;"2016-03-08";"On Leave";162700.0;10.5
144;"Sandeep Chauhan";"Male";0;"Hyderabad";"Telangana";7;4;"2018-07-31";"Active";191100.0;8.1
145;"Sandeep Chauhan";"Female";22;"Chandigarh";"Chandigarh";1;3;"2015-07-28";"Active";98300.0;11.2
146;"Sandeep Chauhan";"Male";26;"Lucknow";"Uttar Pradesh";2;1;"2024-07-19";"Active";186000.0;2.2
147;"Sandeep Chauhan";"Male";34;"Bengaluru";"Karnataka";5;13;"2018-10-30";"Active";66300.0;7.9
148;"Sandeep Chauhan";"Female";38;"Chennai";"Tamil Nadu";2;5;"2022-12-28";"Active";173100.0;3.7
149;"Sandeep Chauhan";"Female";36;"Chennai";"Tamil Nadu";5;11;"2017-11-09";"On Leave";239900.0;8.9
150;"Sandeep Chauhan";"Female";39;"Delhi";"Delhi";13;3;"2019-07-17";"Inactive";247700.0;7.2
151;"Sandeep Chauhan";"Male";0;"Chennai";"Tamil Nadu";13;14;"2024-01-04";"On Leave";135800.0;2.7
152;"Sandeep Chauhan";"Female";40;"Bengaluru";"Karnataka";11;8;"2017-09-13";"Active";136000.0;9.0
153;"Vikram Yadav";"Male";36;"Indore";"Madhya Pradesh";3;10;"2026-06-06";"Active";89900.0;0.3
154;"Vikram Yadav";"Male";0;"Indore";"Madhya Pradesh";7;8;"2025-08-23";"Inactive";91800.0;1.1
155;"Vikram Yadav";"Male";49;"Kolkata";"West Bengal";11;13;"2020-10-16";"Active";33600.0;5.9
156;"Vikram Yadav";"Female";49;"Delhi";"Delhi";6;13;"2016-02-24";"Inactive";45800.0;10.6
157;"Manoj Mishra";"Male";0;"Delhi";"Delhi";11;2;"2024-08-12";"Active";110700.0;2.1
158;"Manoj Mishra";"Male";28;"Mumbai";"Maharashtra";6;8;"2015-10-25";"Inactive";50900.0;10.9
159;"Ajay Tiwari";"Female";0;"Chandigarh";"Chandigarh";2;8;"2022-06-25";"Active";153900.0;4.2
160;"Ajay Tiwari";"Male";56;"Mumbai";"Maharashtra";1;6;"2017-12-13";"On Leave";143300.0;8.8
161;"Ajay Tiwari";"Female";22;"Jaipur";"Rajasthan";5;9;"2025-05-11";"On Leave";39900.0;1.4
162;"Ajay Tiwari";"Male";49;"Mumbai";"Maharashtra";11;13;"2023-06-24";"Active";206300.0;3.2
163;"Ajay Tiwari";"Female";60;"Delhi";"Delhi";8;2;"2020-05-31";"Active";206400.0;6.3
164;"Ajay Tiwari";"Female";42;"Jaipur";"Rajasthan";5;2;"2026-06-21";"On Leave";206400.0;0.3
165;"Ajay Tiwari";"Female";0;"Pune";"Maharashtra";4;5;"2025-09-09";"Inactive";125000.0;1.0
166;"Ajay Tiwari";"Female";28;"Pune";"Maharashtra";10;14;"2020-08-15";"Active";202600.0;6.1
167;"Vijay Pandey";"Female";35;"Ahmedabad";"Gujarat";2;8;"2019-08-31";"Active";50000.0;7.1
168;"Vijay Pandey";"Female";52;"Jaipur";"Rajasthan";2;4;"2015-09-25";"Inactive";163300.0;11.0
169;"Vijay Pandey";"Male";25;"Chennai";"Tamil Nadu";10;7;"2018-04-21";"On Leave";182700.0;8.4
170;"Vijay Pandey";"Male";23;"Pune";"Maharashtra";2;7;"2015-03-08";"Active";91300.0;11.5
171;"Ramesh Agarwal";"Female";36;"Chennai";"Tamil Nadu";1;12;"2020-12-12";"Active";40200.0;5.8
172;"Ramesh Agarwal";"Male";22;"Jaipur";"Rajasthan";6;13;"2016-03-23";"Active";37800.0;10.5
173;"Ramesh Agarwal";"Female";59;"Hyderabad";"Telangana";10;10;"2024-12-24";"Active";125700.0;1.7
174;"Ramesh Agarwal";"Female";58;"Lucknow";"Uttar Pradesh";7;9;"2017-11-24";"Inactive";88300.0;8.8
175;"Ramesh Agarwal";"Male";21;"Jaipur";"Rajasthan";3;12;"2015-10-27";"Active";0.0;10.9
176;"Ramesh Agarwal";"Female";25;"Kochi";"Kerala";12;14;"2025-04-21";"Active";132000.0;1.4
177;"Ramesh Agarwal";"Male";49;"Bengaluru";"Karnataka";12;5;"2026-09-22";"Active";90800.0;0.0
178;"Sunil Bansal";"Female";23;"Ahmedabad";"Gujarat";9;14;"2022-07-16";"Active";85300.0;4.2
179;"Sunil Bansal";"Male";44;"Kochi";"Kerala";1;8;"2020-12-28";"Inactive";33600.0;5.7
180;"Sunil Bansal";"Male";36;"Kochi";"Kerala";10;9;"2019-07-08";"Active";0.0;7.2
181;"Sunil Bansal";"Male";44;"Kochi";"Kerala";5;2;"2021-08-09";"On Leave";0.0;5.1
182;"Sunil Bansal";"Male";41;"Noida";"Uttar Pradesh";1;9;"2017-11-27";"Active";136700.0;8.8
183;"Sunil Bansal";"Female";46;"Delhi";"Delhi";7;6;"2017-06-14";"Active";194400.0;9.3
184;"Sunil Bansal";"Male";27;"Chandigarh";"Chandigarh";6;9;"2020-10-14";"Active";230900.0;5.9
185;"Anil Malhotra";"Female";31;"Ahmedabad";"Gujarat";3;5;"2016-09-28";"On Leave";0.0;10.0
186;"Anil Malhotra";"Male";28;"Lucknow";"Uttar Pradesh";2;2;"2023-10-02";"Active";128300.0;3.0
187;"Anil Malhotra";"Female";0;"Jaipur";"Rajasthan";12;3;"2024-12-02";"Active";108400.0;1.8
188;"Anil Malhotra";"Male";0;"Chennai";"Tamil Nadu";2;11;"2020-06-27";"Active";223700.0;6.2
189;"Anil Malhotra";"Female";25;"Noida";"Uttar Pradesh";13;7;"2016-06-28";"On Leave";217900.0;10.2
190;"Prakash Kapoor";"Male";56;"Bengaluru";"Karnataka";2;12;"2017-12-07";"Inactive";58100.0;8.8
191;"Prakash Kapoor";"Male";0;"Lucknow";"Uttar Pradesh";13;13;"2017-03-17";"Inactive";76400.0;9.5
192;"Prakash Kapoor";"Male";21;"Hyderabad";"Telangana";13;14;"2022-10-31";"On Leave";120200.0;3.9
193;"Prakash Kapoor";"Male";34;"Mumbai";"Maharashtra";4;6;"";"On Leave";173100.0;0.0
194;"Prakash Kapoor";"Female";0;"Jaipur";"Rajasthan";4;3;"2018-05-12";"Active";222500.0;8.4
195;"Naveen Chopra";"Female";27;"Noida";"Uttar Pradesh";12;14;"2015-07-24";"On Leave";72000.0;11.2
196;"Naveen Chopra";"Female";26;"Noida";"Uttar Pradesh";6;9;"2024-06-07";"Active";188000.0;2.3
197;"Naveen Chopra";"Male";0;"Noida";"Uttar Pradesh";9;3;"2022-11-12";"Active";174400.0;3.9
198;"Naveen Chopra";"Male";23;"Pune";"Maharashtra";7;7;"2020-02-07";"Active";228600.0;6.6
199;"Naveen Chopra";"Male";41;"Kochi";"Kerala";8;7;"2024-12-03";"Active";121700.0;1.8
200;"Naveen Chopra";"Male";29;"Chennai";"Tamil Nadu";11;5;"2018-10-08";"Active";52900.0;8.0
201;"Naveen Chopra";"Female";54;"Pune";"Maharashtra";13;6;"2016-01-07";"Inactive";179800.0;10.7
202;"Harish Khanna";"Male";26;"Kochi";"Kerala";7;3;"2015-02-26";"Active";153500.0;11.6
203;"Harish Khanna";"Female";0;"Lucknow";"Uttar Pradesh";2;8;"2025-08-01";"On Leave";199000.0;1.1
204;"Harish Khanna";"Female";48;"Chennai";"Tamil Nadu";6;1;"2021-10-03";"Active";96300.0;5.0
205;"Harish Khanna";"Female";60;"Lucknow";"Uttar Pradesh";9;5;"2022-09-30";"Active";125100.0;4.0
206;"Harish Khanna";"Male";59;"Lucknow";"Uttar Pradesh";2;10;"2016-09-09";"On Leave";221000.0;10.0
207;"Harish Khanna";"Male";46;"Mumbai";"Maharashtra";10;9;"2026-01-10";"Active";27700.0;0.7
208;"Harish Khanna";"Male";59;"Ahmedabad";"Gujarat";8;2;"2020-06-22";"Active";0.0;6.3
209;"Harish Khanna";"Female";44;"Kolkata";"West Bengal";7;12;"2024-09-04";"Active";112000.0;2.1
210;"Harish Khanna";"Male";0;"Mumbai";"Maharashtra";8;9;"2021-07-26";"Active";146100.0;5.2
211;"Harish Khanna";"Male";57;"Noida";"Uttar Pradesh";12;11;"2019-04-06";"Active";240300.0;7.5
212;"Ganesh Sethi";"Male";25;"Kochi";"Kerala";8;6;"2017-09-29";"Inactive";234200.0;9.0
213;"Ganesh Sethi";"Male";46;"Kochi";"Kerala";8;13;"2024-02-10";"Active";168300.0;2.6
214;"Ganesh Sethi";"Female";56;"Delhi";"Delhi";13;1;"2024-05-07";"Active";50500.0;2.4
215;"Ganesh Sethi";"Female";29;"Kolkata";"West Bengal";6;10;"2024-06-27";"Inactive";69500.0;2.2
216;"Ananya Sharma";"Male";0;"Kolkata";"West Bengal";4;4;"2022-06-03";"On Leave";33200.0;4.3
217;"Ananya Sharma";"Male";43;"Hyderabad";"Telangana";6;6;"2015-07-28";"Inactive";0.0;11.2
218;"Ananya Sharma";"Female";42;"Chennai";"Tamil Nadu";3;6;"2015-12-16";"Active";160000.0;10.8
219;"Ananya Sharma";"Male";51;"Gurgaon";"Haryana";13;7;"2020-06-07";"On Leave";85900.0;6.3
220;"Ananya Sharma";"Male";56;"Lucknow";"Uttar Pradesh";9;10;"2022-03-20";"Active";207400.0;4.5
221;"Ananya Sharma";"Male";21;"Gurgaon";"Haryana";12;4;"2022-04-08";"Active";247700.0;4.5
222;"Ananya Sharma";"Female";21;"Delhi";"Delhi";9;2;"2020-01-22";"Active";143500.0;6.7
223;"Ananya Sharma";"Male";0;"Indore";"Madhya Pradesh";12;3;"2021-12-25";"On Leave";203200.0;4.7
224;"Ananya Sharma";"Female";44;"Delhi";"Delhi";7;13;"2020-02-12";"On Leave";86000.0;6.6
225;"Diya Verma";"Male";44;"Hyderabad";"Telangana";9;10;"2019-06-05";"Active";219900.0;7.3
226;"Diya Verma";"Female";43;"Ahmedabad";"Gujarat";12;13;"2016-02-28";"Inactive";156600.0;10.6
227;"Diya Verma";"Male";36;"Chandigarh";"Chandigarh";4;4;"2023-10-16";"Inactive";224200.0;2.9
228;"Diya Verma";"Male";39;"Indore";"Madhya Pradesh";13;6;"2021-12-22";"Active";249100.0;4.8
229;"Saanvi Gupta";"Female";46;"Bengaluru";"Karnataka";2;8;"2024-11-22";"On Leave";143100.0;1.8
230;"Saanvi Gupta";"Male";54;"Chandigarh";"Chandigarh";10;4;"2024-08-15";"Active";32000.0;2.1
231;"Saanvi Gupta";"Female";25;"Jaipur";"Rajasthan";4;13;"2024-03-25";"Active";134500.0;2.5
232;"Saanvi Gupta";"Male";35;"Hyderabad";"Telangana";12;4;"2025-02-12";"Active";158000.0;1.6
233;"Saanvi Gupta";"Male";22;"Ahmedabad";"Gujarat";12;4;"2022-12-16";"Inactive";219700.0;3.8
234;"Saanvi Gupta";"Female";33;"Pune";"Maharashtra";6;4;"2020-02-22";"On Leave";212100.0;6.6
235;"Aadhya Singh";"Female";48;"Lucknow";"Uttar Pradesh";10;10;"2021-08-30";"Active";43100.0;5.1
236;"Aadhya Singh";"Male";44;"Indore";"Madhya Pradesh";13;2;"2016-08-23";"Active";0.0;10.1
